email_id,email_type,email_tone,model,prompt_id,strategy,summary,latency_s,rouge1,rouge2,rougeL,compression_ratio,word_count,tone_preservation,flesch_kincaid,error
E11,thread,urgent,Gemini 2.0 Flash,FP02,formal_paragraph,"Helen Park reported a critical bug (Ticket #TK-9923) preventing data export for files exceeding 100MB, which is blocking the data team and jeopardizing a client demo scheduled for November 18th. Despite initial escalation and a promised resolution timeline, the issue persists. The Support Manager has now personally escalated the issue to the CTO, guaranteeing a fix by November 15th, along with daily updates and a 3-month service credit.",1.6189143657684326,0.5645,0.2623,0.4677,0.3763,70,0.9742,14.75,
E11,thread,urgent,Llama 3 8B,FP02,formal_paragraph,"Here is a formal executive summary of the email:

The data export functionality for files over 100MB has been experiencing issues, hindering the entire data team's productivity. Despite initial promises of a 5-7 day resolution, the bug remains unfixed, and the team is now facing a critical deadline for a client demo on November 18th. To address this urgency, the Support Manager has personally escalated the issue to the CTO and committed to deploying a fix by November 15th, with daily updates provided to Helen Park. A 3-month service credit will also be issued to Helen Park to compensate for the delay.",3.421940803527832,0.478,0.2293,0.3522,0.5645,105,0.9718,14.99,
E11,thread,urgent,GPT-4o-mini,FP03,formal_paragraph,"Helen Park has reported ongoing issues with a data export bug that affects files over 100MB, which is hindering her team's operations. Despite initial assurances from the support team, the issue remains unresolved after 14 business days. The Support Manager has escalated the matter to the CTO, promising a fix by November 15th, along with daily updates and a three-month service credit for the inconvenience.",2.445232629776001,0.4959,0.1849,0.314,0.3602,67,0.2268,13.55,
E11,thread,urgent,GPT-4o,FP03,formal_paragraph,"Helen Park reported a critical bug affecting data exports over 100MB, which has impeded her team's work and threatens an upcoming client demo. Despite initial delays, the Support Manager has escalated the issue to the CTO, promising a fix by November 15th and offering a three-month service credit as compensation.",1.3370718955993652,0.4717,0.1538,0.3585,0.2796,52,0.3564,14.75,
E11,thread,urgent,Claude Haiku,FP03,formal_paragraph,"# BRIEFING SUMMARY

A critical data export bug (Ticket #TK-9923) reported two weeks ago has caused significant delays in customer operations, with initial support response timelines missed by over a week. The Support Manager has now personally escalated the issue to the CTO with a commitment to deploy a fix by November 15th, ahead of the customer's critical demo on November 18th, and has offered three months of service credit as compensation. Daily status updates will be provided to the affected customer until resolution.",3.2995760440826416,0.4748,0.1606,0.3165,0.457,85,0.976,17.39,
E11,thread,urgent,Claude Sonnet 4.6,FP03,formal_paragraph,"## Briefing Summary

A client, Helen Park, reported a technical issue on October 18th preventing her team from exporting data files above 100MB, which has remained unresolved for 14 business days despite an earlier commitment to fix it within 5 to 7 days. The issue carries time-sensitive implications, as the client has a scheduled demonstration on November 18th that depends on this functionality being restored. The Support Manager has since intervened directly, committing to a resolution by November 15th, daily progress updates, and a three-month service credit as a goodwill gesture.",4.7259674072265625,0.3973,0.0972,0.2329,0.4946,92,0.3108,17.4,
E11,thread,urgent,Gemini 2.0 Flash,FP03,formal_paragraph,"A data export bug impacting the data team and blocking files over 100MB remains unresolved despite previous assurances. The Support Manager has personally escalated the issue to the CTO, promising a fix by November 15th and daily updates, along with a 3-month service credit for the inconvenience.",1.5291509628295898,0.549,0.26,0.3725,0.2581,48,0.2268,15.16,
E11,thread,urgent,Llama 3 8B,FP03,formal_paragraph,"Here is a concise, formal summary of the email that could be included in a daily briefing document for senior management:

""Senior Support Manager Helen Park has been experiencing issues with data export failing for files over 100MB, which is blocking her team's work. Despite initial promises of a 5-7 day resolution, the issue remains unresolved after 14 business days. The Support Manager has personally escalated the issue to the CTO and committed to deploying a fix by November 15th, three days before a critical client demo.",2.936549663543701,0.4615,0.1702,0.3217,0.4785,89,0.9742,16.13,
E11,thread,urgent,GPT-4o-mini,CS01,casual,"Helen's been dealing with a bug that stops her team from exporting large files, and it's been a huge hassle for weeks. After a lot of back and forth, the support manager finally promised to get it fixed by November 15th, just in time for their demo, and they'll also give her a service credit for the trouble.",2.6761696338653564,0.313,0.0531,0.1913,0.328,61,0.2138,11.97,
E11,thread,urgent,GPT-4o,CS01,casual,"Helen reported a bug about data export issues two weeks ago, and despite being told it would be fixed in 5-7 days, it's still not resolved. She's stressed because there's a client demo soon, but the support manager promised a fix by November 15th and offered a service credit.",1.5231873989105225,0.3551,0.1524,0.2804,0.2849,53,0.2138,12.33,
E11,thread,urgent,Claude Haiku,CS01,casual,"Helen reported a bug where data exports fail for files over 100MB, which is blocking her team's work. Support kept missing their deadlines, but the manager finally stepped in, promised a fix by Nov 15th (before her client demo on the 18th), and threw in 3 months of free service as an apology.",2.6450865268707275,0.463,0.1698,0.3148,0.2903,54,0.0,12.2,
E11,thread,urgent,Claude Sonnet 4.6,CS01,casual,"Helen's been dealing with a bug for two weeks where her team can't export files over 100MB, and support kept dropping the ball on their promised fix. She finally pushed back hard, mentioning a client demo on Nov 18th, and a support manager stepped in — promising a fix by Nov 15th, daily updates, and a 3-month credit as an apology.",5.736383438110352,0.5128,0.2609,0.359,0.3387,63,0.2138,13.74,
E11,thread,urgent,Gemini 2.0 Flash,CS01,casual,"Okay, so Helen's been dealing with a bug that's stopping her team from exporting big files. She's been complaining, and now the support manager is stepping in, promising a fix by Nov 15th and even throwing in a 3-month credit to make up for the hassle.",1.6627717018127441,0.3846,0.1373,0.2692,0.2688,50,0.3491,10.21,
E11,thread,urgent,Llama 3 8B,CS01,casual,"Hey! So, Helen submitted a bug report about a data export issue that's been going on for weeks, and she's getting frustrated because it's blocking her whole team. The support team keeps promising to fix it, but it's still not done, and now it's getting urgent because they have a big demo coming up that requires this functionality.",2.443791151046753,0.2735,0.0174,0.1709,0.3387,63,0.882,13.36,
E11,thread,urgent,GPT-4o-mini,CS02,casual,"Hey! So, Helen reported a bug about data exports failing for files over 100MB, which is really impacting her team. The support team initially promised a fix in 5-7 business days, but it’s now been 14 days with no resolution. The support manager has now escalated it to the CTO and expects a fix by November 15th, just in time for Helen's demo on November 18th. 

No action needed from you right now, but keep an eye out for daily updates from Marcus.",3.270070791244507,0.4143,0.1304,0.3,0.4624,86,0.9108,10.36,
E11,thread,urgent,GPT-4o,CS02,casual,"Helen reported a bug about data export issues for files over 100MB, which is affecting her team's work. Despite previous promises, the problem hasn't been fixed, and there's an urgent client demo on November 18th. The Support Manager has now escalated the issue to the CTO, promising a fix by November 15th and offering a 3-month service credit. No action is needed from you, but expect daily updates until it's resolved.",1.6085307598114014,0.4769,0.2031,0.4154,0.4086,76,0.9815,10.45,
E11,thread,urgent,Claude Haiku,CS02,casual,"# Quick Summary

**What's it about:** Helen's been waiting nearly 3 weeks for a bug fix (data export failing on large files). Support dropped the ball on their timeline, but the manager just stepped in personally.

**What you need to do:** Nothing right now — just wait for daily updates from the support manager (Marcus).

**Deadline:** November 15th for the fix to be deployed (Helen's client demo is Nov 18th, so they're cutting it close but should be good).

**The good news:** Manager's taking it seriously, promised daily updates, and threw in 3 months of free service as an apology.",6.719476222991943,0.3312,0.0645,0.1656,0.5538,103,0.9043,9.86,
E11,thread,urgent,Claude Sonnet 4.6,CS02,casual,"**What's going on:** Helen's been dealing with a bug (files over 100MB won't export) for two weeks with no fix. Support kept dropping the ball, so she pushed back hard, mentioning a client demo on Nov 18th. The support manager (Marcus) finally stepped in.

**Where it stands:** Marcus has personally escalated it to the CTO, promised a fix by **November 15th**, and committed to daily updates. Helen's also getting a 3-month service credit as an apology.

**Do you need to do anything?** Depends on your role — if you're on Helen's team, just keep an eye out for the fix on the 15th. If you're on the support side, make sure Marcus actually follows through on those daily updates.

**Deadline:** November 15th for the fix, with the real pressure point being Helen's client demo on **November 18th**.",6.061137437820435,0.3518,0.1726,0.2714,0.7796,145,0.2279,7.54,
E11,thread,urgent,Gemini 2.0 Flash,CS02,casual,"Okay, here's the quick version:

**What's it about?** Helen's been waiting for a fix to a bug that's preventing her team from exporting large files. It's blocking her team and she needs it fixed ASAP for a client demo.

**What do you need to do?** Nothing! This is just an email chain.

**Deadline?** The fix is promised by November 15th, 3 days before her demo.",2.0784122943878174,0.2903,0.0656,0.1935,0.3763,70,0.2673,3.5,
E11,thread,urgent,Llama 3 8B,CS02,casual,"Here's the quick summary:

Helen Park submitted a bug report (Ticket #TK-9923) about data export failing for files over 100MB, which is blocking her team. The support team initially said it would take 5-7 business days to resolve, but it's now been 14 days and the issue is still present. The support manager has escalated the issue to the CTO and promises to have it fixed by November 15th, 3 days before Helen's client demo on November 18th. Helen will receive daily updates and a 3-month service credit.",2.743279218673706,0.527,0.2055,0.3649,0.5054,94,0.3191,11.02,
E11,thread,urgent,GPT-4o-mini,CS03,casual,"Helen reported a bug about exporting files over 100MB two weeks ago, which is causing issues for her data team. After a delay and no resolution, she emphasized the urgency due to an upcoming client demo on November 18. The support manager has now escalated the issue to the CTO and promised a fix by November 15, along with daily updates and a 3-month service credit.

**What matters:** The bug is urgent because it affects an important client demo.

**What you should do:** Keep an eye on updates from the support team and prepare for the demo, ensuring everything else is ready in case the fix doesn't go through in time.",3.6192851066589355,0.3593,0.1333,0.2635,0.6075,113,0.9774,11.39,
E11,thread,urgent,GPT-4o,CS03,casual,"Helen reported a bug two weeks ago about data export issues for files over 100MB, which is affecting her team's work. Support initially said it would be fixed in 5-7 days, but it still isn't resolved. Helen has a client demo on November 18th and needs this fixed urgently. The Support Manager has now escalated the issue to the CTO, promising a fix by November 15th, and offered a 3-month service credit. You should follow up to ensure the fix happens by the promised date.",2.5551047325134277,0.4615,0.1986,0.3636,0.4785,89,0.338,9.12,
E11,thread,urgent,Claude Haiku,CS03,casual,"# What Happened

Helen reported a bug 2+ weeks ago: the software can't export files larger than 100MB. Support dropped the ball—missed their own deadline by a week. Helen escalated because she has a client demo on Nov 18th and needs this working.

# What Matters

- **The bug is real and blocking work** for her whole data team
- **There's a hard deadline** (Nov 18 demo) that depends on this fix
- **Support finally got serious** after Helen pushed back—the manager is now personally involved and promising a fix by Nov 15th (3 days before the demo)
- **She's getting compensated** with 3 months of free service for the mess-up

# What You Should Do

**Monitor this closely.** The Nov 15th deadline is tight. If you're Helen, hold support to it—ask for daily updates as promised and have a backup plan in case it slips again. If you're on the support side, make sure engineering actually delivers by the 15th. This one's high-stakes now.",5.957051038742065,0.3139,0.0905,0.2063,0.9086,169,0.9322,9.55,
E11,thread,urgent,Claude Sonnet 4.6,CS03,casual,"# Here's the gist:

**What happened:** Helen reported a bug 2+ weeks ago — large file exports (100MB+) are completely broken. Support dragged their feet, missed their own 5-7 day fix promise, and Helen had to escalate again herself. Now there's a hard deadline: client demo on Nov 18th.

**What matters:** A support manager (Marcus) finally stepped in and made three concrete commitments:
- Fix deployed by **Nov 15th**
- **Daily updates** until then
- **3 months of service credit** as compensation

**What you should do:**
1. **Watch for the Nov 15th fix** — if it doesn't land, flag it immediately, there's only 3 days of buffer before the demo
2. **Make sure Marcus actually sends those daily updates** — he promised them, hold him to it
3. **Confirm the service credit** gets applied to the account so it doesn't get forgotten once the crisis is over

Bottom line: the situation is finally moving, but it took Helen pushing hard twice. Keep an eye on it — the deadline is real and tight.",8.44147539138794,0.3022,0.0987,0.1867,0.9194,171,0.9564,9.86,
E11,thread,urgent,Gemini 2.0 Flash,CS03,casual,"Okay, here's the breakdown:

*   **What happened:** Helen reported a bug that's preventing her team from exporting large files. Support dropped the ball on fixing it, missed their deadline, and it's now a critical issue because of an upcoming client demo.
*   **What matters:** The bug needs to be fixed ASAP so Helen's team can do their demo on Nov 18th. The Support Manager is now personally involved and promises a fix by Nov 15th, plus a service credit.
*   **What you should do:** Nothing right now, unless you're directly involved in fixing the bug. Just be aware that this is a high-priority issue for Helen's team and they're relying on the fix being delivered on time.",2.5066192150115967,0.3068,0.1379,0.2386,0.6559,122,0.9602,9.46,
E11,thread,urgent,Llama 3 8B,CS03,casual,"Here's the short version:

**What happened:** You submitted a bug report (Ticket #TK-9923) about data export failing for files over 100MB two weeks ago, and the issue is still not fixed.

**What matters:** The bug is blocking your entire data team, and you have a client demo on November 18th that requires this functionality. You're getting frustrated with the lack of progress.

**What you should do:** Wait for the promised fix, which is now scheduled to be deployed by November 15th (3 days before your demo). You'll also receive daily updates from the Support Manager and a 3-month service credit.",3.026712417602539,0.4151,0.1783,0.3019,0.5645,105,0.3191,10.13,
E11,thread,urgent,GPT-4o-mini,TM_URGENT,tone_matched,"**Immediate Action Required: Fix for Data Export Bug**  
Helen, your bug report (Ticket #TK-9923) regarding data export failures for files over 100MB is critical. The support manager has escalated this issue to the CTO, and a fix is promised by **November 15th**—just 3 days before your client demo on **November 18th**. Expect daily updates until the issue is resolved. Please ensure your team is prepared for the upcoming demo.",2.5852832794189453,0.464,0.1789,0.352,0.3817,71,0.9774,10.94,
E11,thread,urgent,GPT-4o,TM_URGENT,tone_matched,Critical Action Needed: Ensure the bug fix for data export failures on files over 100MB is deployed by November 15th. This is essential for a client demo on November 18th. Daily updates will be provided until resolved. A 3-month service credit has been offered.,1.0508244037628174,0.4444,0.2062,0.3232,0.2419,45,0.9718,8.73,
E11,thread,urgent,Claude Haiku,TM_URGENT,tone_matched,"# URGENT: Data Export Bug - Critical Deadline

**IMMEDIATE ACTION REQUIRED:**
- **Bug Ticket #TK-9923**: Data export failing for files >100MB
- **Hard Deadline**: November 15th (3 days) — fix must deploy before client demo on Nov 18th
- **Current Status**: 14+ business days unresolved; blocking entire data team

**Key Details:**
- Support Manager Marcus has personally escalated to CTO
- Daily updates promised until resolution
- 3-month service credit approved as compensation

**Next Step**: Confirm November 15th deployment with Marcus; escalate immediately if any delays emerge.",3.0399770736694336,0.4627,0.2727,0.3582,0.4301,80,0.969,38.33,
E11,thread,urgent,Claude Sonnet 4.6,TM_URGENT,tone_matched,"**URGENT: Critical Bug Fix Due November 15th — Client Demo at Risk**

**Fix deployment deadline: November 15th** (3 days before Helen's client demo on November 18th)

**The issue:** Data export completely fails for files over 100MB (Ticket #TK-9923), blocking Helen Park's entire data team. Bug has been unresolved for 14+ business days despite a previously missed 5-7 day resolution promise.

**Commitments made by Support Manager Marcus:**
- Fix deployed by **November 15th** — non-negotiable given demo date
- Daily status updates until resolved
- 3-month service credit issued to client

**Bottom line:** This has been escalated to the CTO. The November 15th deadline must be met — there is zero margin for another missed commitment before a client-facing demo.",5.888710260391235,0.4828,0.2326,0.3218,0.6452,120,0.9586,15.88,
E11,thread,urgent,Gemini 2.0 Flash,TM_URGENT,tone_matched,"**IMMEDIATE ACTION REQUIRED: Ensure data export bug (Ticket #TK-9923) for files over 100MB is FIXED by November 15th.** Client demo on November 18th requires this functionality. Expect daily updates from Marcus, the Support Manager, until resolved. A 3-month service credit has been issued.",2.3959641456604004,0.5051,0.2887,0.3838,0.2419,45,0.9742,10.3,
E11,thread,urgent,Llama 3 8B,TM_URGENT,tone_matched,"**Immediate Action Required: Escalate Bug Fix to Meet Client Demo Deadline**

**Hard Deadline:** November 15th (3 days before client demo on November 18th)

**Critical Action:** The Support Manager has personally escalated the issue to the CTO, and a fix will be deployed by November 15th to resolve the data export failure for files over 100MB.",1.3845298290252686,0.4404,0.1682,0.2752,0.2957,55,0.976,25.6,
E12,single,formal,GPT-4o-mini,TL01,tldr,"The board meeting on November 28th at 10:00 AM EST will cover various agenda items, including CEO and CFO updates, an international expansion proposal for India, and a cybersecurity review, with a decision needed on the India expansion.",2.2461977005004883,0.3514,0.1389,0.3243,0.3145,39,0.6,21.4,
E12,single,formal,GPT-4o,TL01,tldr,"The upcoming board meeting on November 28th will cover agenda items including approval of minutes, CEO and CFO updates, international expansion into India, cybersecurity review, and executive compensation, with a decision needed on the India expansion proposal.",1.5012335777282715,0.3056,0.1143,0.25,0.2984,37,0.1787,24.99,
E12,single,formal,Claude Haiku,TL01,tldr,"**TL;DR:** Board meeting on November 28th will cover Q3/Q4 results, financial forecasts, India market expansion (requiring a decision), cybersecurity review, and executive compensation.",2.310411214828491,0.4667,0.2069,0.4333,0.2016,25,0.1787,19.65,
E12,single,formal,Claude Sonnet 4.6,TL01,tldr,"**TL;DR:** Eleanor Vance is notifying board members of a meeting on November 28th at 10:00 AM EST covering Q3/Q4 updates, financials, India market expansion (requiring a decision), cybersecurity, and executive compensation, with a request to review the pre-distributed board pack beforehand.",3.75640869140625,0.475,0.2051,0.45,0.3629,45,0.1787,24.51,
E12,single,formal,Gemini 2.0 Flash,TL01,tldr,"The board meeting on November 28th will cover October minutes, CEO/CFO updates, the India market entry proposal (requiring a decision), a cybersecurity review, and executive compensation.",1.4349761009216309,0.3871,0.2,0.3548,0.2177,27,0.1787,20.29,
E12,single,formal,Llama 3 8B,TL01,tldr,"The email is a reminder of the upcoming board meeting on November 28th, outlining the agenda which includes updates on Q3 results, financial performance, international expansion, cybersecurity, and executive compensation.",1.090378999710083,0.3385,0.1905,0.3385,0.2419,30,0.1787,22.86,
E12,single,formal,GPT-4o-mini,TL02,tldr,"Please review the board pack before our meeting on November 28th at 10:00 AM EST, where we need to decide on the India expansion proposal.",1.6812207698822021,0.3607,0.1695,0.2951,0.2097,26,0.6,11.34,
E12,single,formal,GPT-4o,TL02,tldr,"Attend the board meeting on November 28th at 10:00 AM EST via Zoom, and review the board pack beforehand, focusing on the India expansion proposal which requires a decision.",1.0267701148986816,0.4615,0.1905,0.3692,0.2419,30,0.6,15.38,
E12,single,formal,Claude Haiku,TL02,tldr,"Board meeting on November 28th at 10:00 AM EST requires your decision on the India expansion proposal, so review the board pack beforehand.",2.7951602935791016,0.4746,0.2105,0.4068,0.1935,24,0.6,13.44,
E12,single,formal,Claude Sonnet 4.6,TL02,tldr,"Board members must review the pre-distributed board pack before the November 28th (10:00 AM EST) Zoom meeting, where a decision on the India market expansion will be required alongside Q3/Q4 financial reviews and other agenda items.",3.4522485733032227,0.5135,0.1111,0.2432,0.3145,39,0.6,19.29,
E12,single,formal,Gemini 2.0 Flash,TL02,tldr,"Review the board pack, especially the India expansion proposal requiring a decision, before the board meeting on November 28th at 10:00 AM EST.",1.2178730964660645,0.4407,0.2105,0.2712,0.1935,24,0.6,13.93,
E12,single,formal,Llama 3 8B,TL02,tldr,"The board meeting on November 28th at 10:00 AM EST will discuss and require a decision on the India market entry proposal, with the meeting packet distributed last Friday.",1.3325481414794922,0.4923,0.2857,0.4308,0.2419,30,0.1787,14.99,
E12,single,formal,GPT-4o-mini,TL03,tldr,"The board meeting on November 28th at 10:00 AM EST will cover key topics including Q3 results, financial forecasts, and a decision on the India market entry proposal, so please review the board pack beforehand.",1.8298089504241943,0.5634,0.2899,0.507,0.2903,36,0.6,17.79,
E12,single,formal,GPT-4o,TL03,tldr,"Board meeting on November 28th at 10:00 AM EST via Zoom will cover key topics including Q3 results, financial forecasts, India market entry decision, and executive compensation review.",1.2269833087921143,0.625,0.4194,0.625,0.2339,29,0.1787,17.29,
E12,single,formal,Claude Haiku,TL03,tldr,**TL;DR:** Board meeting November 28th at 10 AM EST requires your decision on India market expansion after reviewing the board pack.,1.6863009929656982,0.4912,0.3273,0.4211,0.1774,22,0.6,12.3,
E12,single,formal,Claude Sonnet 4.6,TL03,tldr,"**TL;DR:** Board meeting is November 28th at 10:00 AM EST via Zoom, covering Q3/Q4 financials, cybersecurity, and exec compensation — review the board pack beforehand, as a **decision on India market entry is required** at this meeting.",3.6156857013702393,0.4865,0.25,0.3784,0.3145,39,0.1787,19.89,
E12,single,formal,Gemini 2.0 Flash,TL03,tldr,"Board meeting on November 28th at 10 AM EST will cover Q3 results, financial forecast, India expansion (decision required), cybersecurity, and executive compensation; review board pack beforehand.",1.3464112281799316,0.6452,0.5,0.6452,0.2177,27,0.1787,20.29,
E12,single,formal,Llama 3 8B,TL03,tldr,"Here is a single-sentence TL;DR that gives a busy executive all they need to know:

""Upcoming board meeting on November 28th at 10:00 AM EST to review Q3 results, discuss India market entry, and make a decision on executive compensation, with a focus on the India expansion proposal.""",2.1087541580200195,0.4186,0.2143,0.3721,0.4113,51,0.1787,23.27,
E12,single,formal,GPT-4o-mini,BL01,bullets,"- The board meeting is scheduled for November 28th at 10:00 AM EST via Zoom.  
- The agenda includes updates from the CEO and CFO, as well as discussions on international expansion and cybersecurity.  
- A closed session will be held to review executive compensation.  
- Board members are requested to review the board pack, especially the India expansion proposal, before the meeting.  
- The meeting will conclude with any other business and scheduling the next meeting date.",2.712599754333496,0.3303,0.1308,0.2752,0.5968,74,0.1787,10.91,
E12,single,formal,GPT-4o,BL01,bullets,"- The board meeting is scheduled for November 28th at 10:00 AM EST via Zoom, with the agenda including approval of October minutes, CEO and CFO updates, and strategic initiatives.  
- The CEO will present Q3 results and the Q4 outlook, while the CFO will discuss financial performance and a revised annual forecast.  
- A significant focus will be on the strategic initiative update regarding the India market entry, which requires a decision.  
- The meeting will also cover a cybersecurity posture review by the risk committee and an executive compensation review in a closed session.  
- Board members are requested to review the board pack distributed last Friday before the meeting.",5.916546583175659,0.4196,0.1986,0.3636,0.871,108,0.1787,13.92,
E12,single,formal,Claude Haiku,BL01,bullets,"• The board meeting is scheduled for November 28th at 10:00 AM EST via Zoom and will cover Q3 results, financial performance, and strategic initiatives.

• A decision on the India market expansion proposal is required at this meeting and board members should review the distributed materials beforehand.

• The agenda includes a CEO update on Q3 results and Q4 outlook, a CFO financial report with revised forecasts, and a cybersecurity posture review by the risk committee.

• An executive compensation review will be held in a closed session, and the meeting will conclude with approval of October minutes and discussion of the next meeting date.",2.9995481967926025,0.3478,0.1471,0.2899,0.8306,103,0.1787,15.42,
E12,single,formal,Claude Sonnet 4.6,BL01,bullets,"Here is a summary of the email as bullet points:

• A board meeting is scheduled for November 28th at 10:00 AM EST via Zoom.
• The agenda includes updates from the CEO on Q3 results and Q4 outlook, as well as a CFO report on financial performance and the annual forecast.
• The board will review a strategic initiative regarding entry into the India market, which requires a decision at this meeting.
• Additional topics include a cybersecurity risk review and a closed session for executive compensation.
• Board members are asked to review the board pack distributed the previous Friday before attending.",4.866811513900757,0.4,0.1504,0.3556,0.8065,100,0.1787,12.51,
E12,single,formal,Gemini 2.0 Flash,BL01,bullets,"Here's a summary of the email in bullet points:

*   The board meeting is scheduled for November 28th at 10:00 AM EST via Zoom.
*   The agenda includes updates from the CEO, CFO, Risk Committee, and a strategic initiative update on India market entry.
*   The board will review executive compensation in a closed session.
*   Board members should review the board pack, especially the India expansion proposal, before the meeting.",1.7967710494995117,0.4038,0.1765,0.3462,0.5565,69,0.1787,10.8,
E12,single,formal,Llama 3 8B,BL01,bullets,"Here are the 3-5 bullet points summarizing the email:

• The board meeting is scheduled for November 28th at 10:00 AM EST, and the Zoom link is enclosed.
• The agenda includes updates from the CEO and CFO, as well as reports on strategic initiatives, risk management, and executive compensation.
• The board is expected to make a decision on the India market entry proposal, which is included in the board pack distributed last Friday.",2.518395185470581,0.422,0.243,0.3119,0.5968,74,0.1787,13.64,
E12,single,formal,GPT-4o-mini,BL02,bullets,"â€¢ WHAT: Upcoming board meeting with agenda items  
â€¢ WHO: Board Members, Eleanor Vance (Corporate Secretary)  
â€¢ WHEN: November 28th at 10:00 AM EST  
â€¢ ACTION: Review the board pack distributed last Friday and prepare for a decision on the India expansion proposal  
â€¢ NOTE: The meeting will be held via Zoom (link enclosed)",3.1433651447296143,0.4444,0.2045,0.3333,0.4435,55,0.6,24.74,
E12,single,formal,GPT-4o,BL02,bullets,"- WHAT: Upcoming board meeting with a detailed agenda.
- WHO: Board Members, CEO, CFO, Risk Committee.
- WHEN: November 28th at 10:00 AM EST.
- ACTION: Review the board pack distributed last Friday, with particular attention to the India expansion proposal, which requires a decision.
- NOTE: Meeting will be held via Zoom.",2.5502688884735107,0.4706,0.2169,0.3529,0.4032,50,0.6,7.66,
E12,single,formal,Claude Haiku,BL02,bullets,"• **WHAT:** Board meeting with agenda covering Q3 results, financial performance, international expansion strategy (India market entry), cybersecurity review, and executive compensation

• **WHO:** Board members; CEO, CFO, Risk committee; Eleanor Vance (Corporate Secretary)

• **WHEN:** November 28th at 10:00 AM EST

• **ACTION:** 
  - Review board pack distributed last Friday before attending
  - Prepare for decision on India expansion proposal
  - Join via Zoom (link enclosed)

• **NOTE:** India expansion proposal requires a board decision at this meeting; Executive compensation review will be held in closed session",2.9578263759613037,0.5,0.2982,0.3448,0.6532,81,0.1787,39.75,
E12,single,formal,Claude Sonnet 4.6,BL02,bullets,"• WHAT: Board meeting with a 7-item agenda covering Q3/Q4 results, financials, India market expansion, cybersecurity, and executive compensation

• WHO: Board Members, CEO, CFO, Risk Committee; organized by Eleanor Vance (Corporate Secretary)

• WHEN: November 28th at 10:00 AM EST via Zoom

• ACTION: Review the board pack distributed last Friday before attending the meeting; be prepared to make a decision on the India expansion proposal

• NOTE: The executive compensation review will be held as a closed session; the India market entry decision is required at this meeting (cannot be deferred)",4.892811298370361,0.4127,0.2419,0.2698,0.7339,91,0.1787,41.68,
E12,single,formal,Gemini 2.0 Flash,BL02,bullets,"Here's the breakdown of the email into bullet points:

*   **WHAT:** Board meeting agenda
*   **WHO:** Board Members, Eleanor Vance (Corporate Secretary)
*   **WHEN:** November 28th at 10:00 AM EST
*   **ACTION:** Review the board pack distributed last Friday prior to attending the meeting.
*   **NOTE:** The India expansion proposal requires a decision at this meeting.",1.6412570476531982,0.4318,0.2093,0.3182,0.4274,53,0.6,14.56,
E12,single,formal,Llama 3 8B,BL02,bullets,"Here are the key points extracted from the email in bullet points:

• **WHAT**: Upcoming board meeting with agenda items including CEO and CFO updates, strategic initiative update, risk committee report, executive compensation review, and other business.
• **WHO**: Board members, CEO, CFO, Risk committee, and possibly other executives or stakeholders.
• **WHEN**: November 28th at 10:00 AM EST.
• **ACTION**: Review the board pack distributed last Friday, particularly the India expansion proposal, and be prepared to make a decision on it at the meeting.
• **NOTE**: The India expansion proposal requires a decision at this meeting.",1.8984150886535645,0.3906,0.1746,0.2344,0.75,93,0.1787,13.11,
E12,single,formal,GPT-4o-mini,BL03,bullets,"- **Meeting Date/Time:** November 28th, 10:00 AM EST (Zoom link included)
- **Agenda Items:**
  - Approve October minutes
  - CEO update on Q3 results and Q4 outlook
  - CFO report on financial performance and revised forecast
  - Decision needed on India market entry for international expansion
  - Cybersecurity posture review by the Risk Committee
  - Executive compensation review (closed session)
  - Discuss any other business (AOB) and set next meeting date
- **Action Required:** Review board pack, especially the India expansion proposal, before the meeting.",4.1830034255981445,0.375,0.1636,0.3393,0.621,77,0.1263,37.58,
E12,single,formal,GPT-4o,BL03,bullets,"- **Board Meeting:** November 28th, 10:00 AM EST (Zoom)
- **Agenda Items:**
  - Approval of October minutes
  - CEO update on Q3 results and Q4 outlook
  - CFO report on financial performance and revised forecast
  - Strategic initiative: Decision required on India market entry
  - Risk committee: Cybersecurity posture review
  - Executive compensation review (closed session)
  - Any other business and next meeting date
- **Action Required:** Review board pack, focus on India expansion proposal.",3.1589596271514893,0.4356,0.2222,0.396,0.5323,66,0.1263,34.11,
E12,single,formal,Claude Haiku,BL03,bullets,"# BOARD MEETING SUMMARY – November 28th, 10:00 AM EST

**DECISION REQUIRED:**
- **India market expansion proposal** – Board decision needed this meeting

**AGENDA HIGHLIGHTS:**
- CEO Q3 results & Q4 outlook (20 min)
- CFO financial performance & revised annual forecast (25 min)
- Cybersecurity risk review (15 min)
- Executive compensation review – closed session (20 min)

**PREPARATION:**
- Review board pack distributed last Friday
- Zoom link provided",2.39831280708313,0.5106,0.2609,0.4255,0.4758,59,0.1787,30.82,
